code,province,weight
I203,PV,1639
I205,OR,4816
I206,BL,6773
I207,PD,7212
I202,CT,9505
I201,RN,2125
I210,CN,2420
I209,FE,6842
I213,PV,961
I208,NA,9141
I214,RC,350
I215,ME,1530
I219,AV,1406
I216,CT,1582
I220,ME,4607
I221,TV,9195
I217,PI,1685
I224,AG,6386
I225,GE,9227
I226,PD,2279
I230,PV,474
I232,PI,13118
I233,CE,13973
I234,CE,32856
I236,PV,4420
I237,PV,2357
I238,IS,671
I240,CT,7628
I242,VE,17639
I243,LC,2192
I244,CH,2013
I247,CE,2694
I248,UD,2365
I249,VB,1276
I251,AN,4177
I253,SA,3255
I254,ME,899
I255,RM,18882
I256,FR,969
I258,TO,4735
I259,VR,11758
I260,SA,446
I261,CE,5602
I262,NA,27747
I263,PG,564
I265,FR,1491
I264,AV,1507
I266,CZ,1900
I271,CA,1786
I274,LO,13046
I273,CE,2253
I276,PV,796
I275,PD,7205
I279,AV,815
I278,SA,601
I277,BN,4327
I280,AV,713
I281,AV,4203
I282,IS,364
I286,MC,1421
I287,PU,4088
I284,RM,5017
I283,ME,3039
I288,PZ,1425
I289,CB,348
I291,TP,5000
I290,AG,1326
I292,VR,2538
I293,NA,33852
I294,CI,11252
I296,TO,4276
I298,OR,352
I300,NA,19745
I301,AV,1218
I304,RN,22180
I302,FR,1892
I305,PZ,6487
I306,CE,14438
I309,CS,2569
I311,ME,9368
I308,KR,2107
I310,FC,4117
I312,OT,5279
I307,SA,2806
I314,CT,8549
I315,FM,1321
I317,SA,8916
I316,CN,2830
I318,TE,9760
I319,PD,2460
I321,FR,6112
I322,CZ,1751
I326,AQ,1155
I324,FM,17073
I320,CB,1762
I327,TO,10788
I328,ME,1383
I329,OT,4932
I330,BA,26724
I332,PE,269
I333,RC,4116
I335,CH,2495
I337,VC,8611
I339,LT,6955
I336,AQ,398
I341,RC,1404
I342,RE,11261
I344,PU,1543
I346,GE,5926
I347,BL,636
I348,TE,5288
I350,VV,3067
I352,RM,3675
I351,FR,1350
I353,VI,5764
I356,AG,4601
I354,TN,1120
I357,AV,2186
I360,AQ,113
I359,CS,1723
I361,MI,4954
I362,LO,1918
I363,SP,9457
I365,IM,2232
I364,FR,1700
I367,CN,3949
I368,GE,1122
I370,ME,4679
I371,RC,1237
I372,CN,1380
I374,OR,2372
I373,VE,12863
I375,PD,2050
I377,SA,10991
I376,PE,1922
I381,TR,2217
I384,OR,2494
I382,TV,10024
I388,CS,2167
I389,AQ,2341
I390,LI,6910
I391,NA,6415
I392,BL,1881
I393,CZ,1826
I394,CH,5372
I396,BR,19302
I405,UD,1644
I401,VI,3605
I403,PN,15034
I402,CA,3664
I404,UD,1274
I400,RM,3339
I407,TP,4702
I408,FR,2576
I410,SA,2562
I409,MI,8425
I411,TN,918
I412,BS,4679
I414,VR,1362
I415,MI,4505
I416,PV,587
I417,TV,7502
I418,PD,10406
I420,ME,3949
I422,SA,6719
I421,BL,1319
I423,CS,3782
I425,VI,5272
I424,RM,182
I426,PZ,1418
I429,AL,402
I428,VS,4070
I430,VI,6744
I431,BZ,7058
I432,AL,1154
I433,BS,13438
I434,PC,2822
I435,TV,3054
I436,MC,3263
I437,BG,6690
I439,TN,789
I438,SA,31511
I441,VA,39351
I442,AO,4887
I443,CA,5267
I444,FC,3422
I445,SI,4723
I447,PV,1652
I449,SP,22104
I448,NU,1697
I451,SA,4954
I452,SS,127533
I453,SV,1762
I454,LI,503
I459,PU,3465
I457,PZ,834
I455,BN,612
I461,AN,7177
I460,PU,1421
I462,MO,40813
I463,CZ,3429
I465,TO,246
I464,UD,412
I468,KR,1265
I467,TA,16109
I466,TO,1088
I469,NA,16117
I470,CN,21471
I471,AV,1139
I475,GE,3186
I473,MO,9172
I472,FC,17823
I476,BS,901
I477,ME,1707
I478,UD,393
I479,GO,1705
I480,SV,61057
I482,PE,3720
I483,SA,50833
I484,CN,188
I485,CS,991
I487,PV,939
I486,SA,1530
I489,CS,10997
I492,ME,2103
I493,AV,1215
I496,RE,25663
I497,CR,1380
I490,TO,3303
I498,CR,572
I499,RI,3128
I494,KR,3126
I501,AQ,1822
I506,BG,10039
I507,IS,669
I504,GR,4354
I503,OR,1516
I510,GR,3842
I512,CN,2158
I519,BZ,2918
I511,TO,855
I522,PG,1374
I520,CH,3259
I523,PG,449
I526,CH,819
I527,VI,2625
I529,CO,858
I531,VI,39219
I530,BG,1186
I532,MN,1201
I533,AG,40713
I534,PA,2810
I535,RG,27196
I536,RC,927
I537,RC,4901
I538,PA,612
I539,TO,1446
I540,NA,6054
I541,PA,430
I544,VC,418
I543,AQ,582
I545,VC,372
I546,AQ,3730
I548,CT,17038
I549,LE,6992
I553,AQ,2778
I551,VE,18838
I554,TN,1437
I555,AT,535
I556,IM,307
I559,LE,1890
I561,LO,2010
I558,AQ,358
I562,UD,3827
I563,BL,10063
I564,OR,2121
I565,SS,1338
I567,BG,2475
I566,MI,12099
I569,MC,419
I570,VS,1201
I571,GR,965
I573,RM,9220
I577,MI,35234
I576,TN,1462
I578,TV,1888
I580,CA,28903
I581,RI,1096
I582,CA,1361
I588,BS,1456
I585,PG,1071
I589,CZ,527
I590,CZ,7681
I591,BZ,2613
I592,BL,513
I593,BZ,1439
I594,VR,911
I596,BI,93
I595,PD,22946
I597,BG,2042
I598,SS,156
I599,PV,226
I601,GR,1070
I603,BZ,769
I604,BZ,1241
I600,RC,2757
I602,MI,21527
I605,OR,1770
I607,BS,1447
I610,PZ,7049
I608,AN,44706
I611,CO,3203
I606,AV,811
I609,OR,441
I613,OR,188
I612,LO,1918
I615,CA,4862
I614,SS,7266
I618,CB,1934
I621,PN,2226
I622,LU,13074
I624,CA,2646
I625,MB,44962
I626,BL,2453
I627,CR,3568
I628,BG,25240
I629,BG,2076
I630,AV,6951
I631,BS,3021
I632,MN,6089
I633,BS,8217
I634,LT,9884
I635,TV,6212
I636,SO,482
I637,AT,119
I639,VV,6698
I640,GE,7816
I641,FG,3943
I643,AN,3765
I642,CS,451
I644,CL,6043
I645,AL,546
I646,CN,569
I647,VS,9172
I648,SA,326
I649,PE,564
I650,CS,978
I651,MC,956
I652,NA,3147
I653,AN,2811
I655,CZ,3149
I654,PU,1012
I656,RC,830
I657,AL,6062
I659,CN,305
I660,PT,11666
I661,MC,1050
I662,MN,1498
I663,VC,4958
I666,SA,3956
I667,VS,4846
I668,CA,653
I669,FR,3060
I673,BL,1431
I671,CZ,4605
I676,CE,21550
I677,SA,1320
I678,AT,267
I679,IS,729
I681,AR,1343
I682,IS,2369
I683,CR,3213
I686,PN,6300
I684,FI,49060
I687,BZ,1915
I688,VA,11115
I689,MO,2486
I690,MI,81822
I692,TO,929
I693,GE,18512
I695,CA,20892
I696,MI,7399
I698,AT,548
I697,FR,732
I699,CA,6750
I700,MI,20063
I705,VS,149
I703,TO,47485
I704,CZ,3157
I701,TO,482
I702,TO,1551
I709,MB,23474
I707,CA,830
I711,AL,1247
I706,OG,1292
I712,LT,24876
I714,TN,334
I715,TS,2066
I717,OR,924
I716,FR,2667
I718,OR,812
I720,SA,9959
I721,OR,359
I723,AG,4502
I724,VS,650
I725,RC,18204
I728,FI,19235
I727,PG,2371
I726,SI,53772
I729,BZ,6053
I730,NU,2142
I732,SS,873
I734,CA,3854
I735,CA,1188
I736,NO,563
I738,AL,1990
I739,PV,668
I741,TE,15667
I742,OR,325
I744,VV,964
I743,OR,2244
I745,CZ,4705
I747,ME,2677
I748,NU,1718
I749,OR,522
I751,NU,11537
I750,CN,529
I752,CA,17417
I753,RC,2064
I754,SR,122031
I756,AV,2894
I757,OR,229
I758,AN,4052
I759,LC,2369
I761,LC,2811
I765,CA,1990
I767,NO,1474
I771,BZ,1813
I774,FM,366
I775,VR,7146
I777,UD,902
I778,OR,120
I779,FC,3251
I780,LE,4154
I782,BS,1895
I781,AT,148
I783,VI,1889
I785,SR,8178
I786,MI,14223
I787,RA,4473
I790,CR,934
I791,OR,2420
I792,CO,2602
I793,VA,4196
I796,IM,1017
I794,VA,5493
I797,CA,1864
I798,AL,1653
I799,PD,7027
I804,AQ,24454
I802,MO,15285
I803,PR,1773
I805,AV,12485
I800,LE,5444
I801,MN,2642
I809,BN,3797
I808,AL,228
I812,BG,1795
I813,BG,2072
I815,LO,3824
I817,CN,341
I819,VA,17884
I821,VR,14746
I820,NA,35100
I822,CN,6304
I824,CL,6975
I823,CN,2791
I825,PV,1147
I827,CR,7665
I826,VR,17630
I828,SO,4159
I829,SO,21632
I830,BG,727
I831,BS,1265
I832,LT,7585
I835,BI,704
I838,FR,26057
I839,TN,722
I840,PR,4836
I841,GR,3381
I843,AV,611
I844,CZ,802
I845,PR,9499
I847,BI,1369
I848,LO,3352
I849,CR,8948
I851,NU,1673
I850,VR,3000
I853,VV,1180
I852,GE,4176
I854,VV,2391
I855,VT,8361
I856,CO,1258
I857,NO,756
I860,CO,638
I861,OR,379
I858,BG,9021
I862,NA,16609
I863,SS,14755
I864,SR,8657
I865,CR,3103
I867,VI,4350
I866,BL,3119
I868,BI,774
I869,BG,4503
I871,TN,835
I872,CZ,9152
I874,CZ,3048
I873,BG,5350
I875,CZ,1553
I876,BL,386
I877,SI,10118
I878,MB,8347
I879,VI,7582
I880,NO,1068
I881,ME,5019
I884,VV,818
I885,CE,7437
I886,TO,1032
I887,LE,4780
I888,PG,8579
I891,EN,783
I893,AV,3703
I892,LT,3350
I894,PV,606
I895,CS,6990
I896,CS,4530
I898,CS,2053
I899,TN,1270
I903,MO,12744
I905,VV,1467
I904,PN,12113
I906,CR,1508
I902,LT,2945
I901,AL,1043
I908,VE,27843
I907,BT,6536
I910,CB,1299
I911,AL,325
I912,AP,7221
I909,CR,608
I914,CR,6843
I916,BG,1033
I917,PZ,1448
I919,BG,5702
I922,PE,19354
I921,PG,38035
I923,LE,3689
I924,TN,1284
I925,TN,712
I927,TV,12209
I926,SV,3786
I928,SO,93
I929,CZ,3642
I930,LE,14100
I932,AN,2266
I935,CR,1550
I936,RC,246
I937,CZ,2406
I939,GO,7257
I938,PD,4159
I942,LU,3134
I941,AL,2429
I945,VV,2473
I943,CO,614
I946,SV,3030
I948,BZ,1138
I949,TN,1167
I947,SV,808
I951,BG,13067
I950,LE,2293
I954,MT,4223
I953,RO,3239
I955,RC,1350
I956,RC,2604
I960,SA,853
I959,RI,2337
I962,FG,5768
I964,TN,4678
I963,FG,5389
I965,VE,7630
I969,TO,267
I968,PV,11658
I970,TO,6251
I973,FR,2450
I975,TN,560
I974,UD,348
I976,VB,4957
I977,AL,1971
I980,BI,1070
I978,NA,8519
I981,TR,4878
I982,KR,6537
I984,VC,1220
I985,CN,104
I986,BG,1080
I990,AV,3083
I992,RM,8987
I991,AR,6336
I993,CE,8415
I994,LC,164
I995,CA,1113
I996,LC,1760
I998,MB,4194
I997,BG,3822
L002,BS,1932
L003,VA,6183
L006,OR,1092
L007,NO,2806
L008,LE,4424
L004,AV,1589
L010,LE,1644
L011,LE,15135
L015,MN,2068
L009,FR,4879
L014,TV,11858
L013,TO,6414
L016,CL,1389
L017,VT,6681
L018,UD,1314
L019,LI,3035
L020,MN,21211
L022,LC,536
L024,IM,14060
L023,OR,152
L025,AQ,6814
L026,RO,8338
L027,AL,1566
L030,BL,1742
L032,VA,3697
L034,RN,1088
L035,SO,4684
L036,OG,1030
L037,BG,562
L038,AR,1060
L039,UD,4025
L040,BL,1358
L042,ME,10909
L046,RI,1439
L047,CH,367
L048,CN,2102
L049,TA,199561
L050,UD,9010
L055,CS,2063
L056,SO,192
L057,UD,4273
L058,TV,4378
L061,AV,1548
L059,AL,656
L062,AV,2357
L064,LE,11855
L063,RC,15613
L065,UD,14981
L066,TO,782
L067,FI,7786
L069,CB,695
L071,CO,5805
L073,BG,2079
L070,CZ,2683
L074,LE,12098
L078,PU,867
L075,BI,941
L082,PZ,592
L083,CE,12454
L081,PU,7987
L084,SO,4521
L085,VE,2315
L086,BN,7605
L088,OT,2301
L087,BG,5064
L089,TN,2019
L090,TN,587
L093,OT,14141
L094,BS,1108
L096,TN,995
L097,TN,2045
L100,PD,9044
L102,AV,1516
L104,NO,461
L106,BZ,1747
L105,FR,392
L103,TE,54775
L111,BZ,3383
L112,PA,26144
L109,BA,26944
L108,BZ,4359
L113,CB,33660
L115,VA,2557
L116,BI,286
L118,BG,8046
L121,TN,705
L120,LT,46131
L117,TR,111455
L122,OR,10259
L123,AR,12288
L124,CS,5044
L125,LO,914
L126,PZ,1168
L127,RC,522
L131,PA,12423
L134,CS,769
L132,PD,2685
L139,AL,931
L136,VR,2219
L140,OG,3941
L138,PI,4522
L142,NA,18935
L143,AL,908
L144,UD,2826
L146,IM,231
L145,TN,638
L147,TN,2931
L149,BZ,1936
L152,SV,198
L150,VT,339
L153,NU,675
L154,CA,3593
L155,CE,14460
L156,VI,12840
L157,VI,24280
L158,SS,2979
L160,NU,498
L165,AL,1339
L164,CR,443
L166,LE,2870
L167,GE,537
L168,AT,1716
L169,BS,1232
L172,OR,247
L173,AQ,295
L174,TN,3631
L176,BZ,981
L175,SO,9078
L177,CZ,3880
L178,BZ,2457
L180,SS,2400
L181,PZ,7358
L182,RM,56603
L184,RE,4465
L185,BN,1534
L183,PR,2097
L187,VB,740
L186,PE,2662
L191,MC,19831
L190,SV,2684
L188,PG,16660
L189,RI,1032
L192,RM,5074
L193,BI,2474
L194,CH,4124
L197,PZ,3240
L195,UD,10291
L199,PD,8381
L202,NU,2017
L203,AT,850
L200,TN,1323
L205,CE,889
L206,CS,4617
L204,AT,240
L207,TE,1597
L214,AV,2111
L212,SA,1843
L213,BR,5459
L210,BS,6562
L211,TN,713
L215,CB,772
L216,PG,6740
L217,AO,566
L218,CH,3143
L219,TO,886837
L220,BA,8461
L221,CR,469
L225,CR,461
L224,CH,1807
L223,NO,923
L227,AQ,3147
L228,CO,1136
L229,PR,992
L230,CB,1353
L231,NU,2870
L233,SA,1242
L235,SS,975
L237,PV,1674
L238,TO,2872
L241,CN,488
L240,CZ,1015
L239,BI,214
L243,FR,1345
L245,NA,42627
L246,UD,2131
L247,TO,605
L248,VI,5867
L250,PV,556
L251,BG,8737
L252,CN,192
L253,CH,820
L254,BN,3395
L256,PV,972
L257,LC,2077
L258,CR,1697
L259,NA,85762
L262,PV,317
L263,PE,3095
L265,BG,2447
L267,VE,4785
L269,PV,2406
L270,PD,6166
L271,ME,7410
L272,AV,1286
L273,FG,17208
L274,SA,2094
L276,BG,1063
L277,TO,4545
L278,CN,732
L280,BR,10537
L279,FM,2018
L281,CN,53
L282,PA,4328
L284,CH,4204
L285,PV,3545
L286,RI,1258
L287,VR,3025
L290,FR,4796
L291,CH,1342
L292,PV,829
L293,RI,1345
L294,TA,4199
L295,TE,2635
L296,CR,594
L297,VI,11685
L298,GE,2297
L299,PR,7772
L244,SO,769
L304,AL,27440
L306,SA,521
L303,SI,7352
L302,RM,1077
L301,AV,533
L309,UD,2821
L307,TE,11622
L310,VT,8426
L308,ME,6318
L314,TE,1380
L315,SV,2557
L316,SO,631
L317,PA,10481
L312,BS,7969
L305,CS,6199
L321,OR,978
L322,TN,1460
L319,VA,18762
L323,SA,4137
L325,PN,372
L324,PN,318
L326,PZ,3061
L327,TO,3878
L328,BT,56076
L330,SO,2735
L331,TP,68528
L332,PA,3184
L334,AQ,6264
L336,VB,187
L335,UD,2232
L337,CI,1084
L338,TO,118
L340,TO,520
L339,BS,13894
L342,VA,4086
L345,TO,341
L346,PR,9487
L348,PC,2082
L347,PN,1790
L349,PD,12927
L353,CS,9052
L355,CT,10985
L357,PZ,2305
L356,NO,20399
L359,RO,2741
L361,FC,1186
L363,CH,1672
L364,VR,4966
L366,MC,9389
L368,LC,161
L367,CN,821
L369,CT,20359
L372,BS,2119
L375,CS,2614
L377,SA,1643
L379,CE,19628
L378,TN,117417
L380,BS,5360
L381,UD,611
L383,LE,14603
L382,UD,1724
L384,SI,1248
L386,MS,2020
L388,BG,9874
L389,CR,2888
L390,FE,4434
L392,SO,2008
L393,OR,1148
L396,VR,2754
L398,FR,1790
L397,PG,8372
L399,AV,967
L333,VB,403
L401,RM,5781
L406,BS,537
L404,BG,10732
L400,BG,29743
L402,TV,10766
L403,AL,291
L411,MI,12102
L407,TV,83950
L408,MI,5166
L410,CN,320
L409,MI,20944
L413,CO,237
L416,GE,612
L414,PD,4385
L418,MT,5292
L419,LE,17621
L420,VC,719
L415,MI,3545
L421,UD,7609
L424,TS,204234
L423,OG,1118
L422,BL,4847
L425,BA,27247
L426,CR,1731
L427,CN,2245
L428,OT,2249
L430,IM,361
L429,VC,7216
L431,ME,860
L432,AL,677
L433,VI,8785
L434,MB,8842
L435,CB,4691
L436,BI,5689
L437,FR,1703
L438,UD,1635
L444,BZ,1027
L440,PV,2202
L445,TO,10908
L439,PZ,658
L447,FG,7152
L448,EN,9310
L450,VB,1634
L449,PV,3780
L452,VV,6362
L451,VC,3505
L453,PV,1019
L454,MI,5934
L455,BZ,972
L459,CH,404
L460,NA,3720
L458,CB,899
L461,AV,874
L462,LE,5214
L463,VS,1019
L466,PG,3796
L464,SS,1572
L468,BS,186
L469,LO,1545
L470,CO,9477
L471,MI,7287
L473,VS,420
L472,BA,13038
L477,MT,4989
L475,PE,864
L474,GO,2804
L478,ME,2860
L480,VA,10582
L482,ME,1032
L483,UD,99341
L484,LE,12419
L485,LE,4409
L487,CO,4965
L488,OR,567
L489,OG,1457
L490,BZ,2860
L492,KR,839
L494,BS,3814
L496,OR,2853
L497,PD,2146
L498,PU,7071
L499,SV,684
L505,CB,2713
L502,BG,9846
L506,OG,1231
L501,MC,2594
L503,SS,3012
L500,PU,14844
L509,SS,4369
L507,GE,2268
L508,OR,773
L511,MB,10211
L512,CA,4197
L513,VS,544
L514,OG,567
L515,TO,182
L517,MC,445
L519,PA,1308
L516,TO,207
L521,CA,8617
L522,PT,5753
L524,CS,1100
L525,RI,245
L526,CH,1662
L528,SV,8365
L527,BZ,1015
L529,FI,5139
L531,AT,280
L532,PZ,2017
L533,LU,926
L537,PO,9914
L535,CR,3767
L539,CR,4574
L538,TO,1447
L540,CE,6580
L544,BG,1056
L545,BG,4213
L546,GE,784
L547,CO,2690
L551,VI,26080
L548,TO,843
L552,BZ,3144
L554,VI,1281
L555,TO,3853
L556,BI,2463
L558,CN,917
L557,SO,4110
L561,ME,1337
L562,PV,624
L563,SO,3592
L564,BZ,3006
L565,TV,10409
L566,VC,2002
L567,VR,15308
L568,PV,223
L569,VT,2843
L570,AL,19054
L571,BA,17980
L572,LO,1678
L573,PG,3398
L574,AT,2459
L575,TN,479
L576,SO,2598
L577,VA,1602
L578,TO,947
L579,BG,590
L580,CN,779
L581,LC,3466
L582,AO,192
L583,EN,7774
L584,BL,497
L586,BI,220
L588,TN,1375
L589,AV,2686
L591,CE,2744
L590,BL,1914
L593,PV,2214
L595,BZ,5991
L594,CE,872
L596,IM,1324
L597,TE,968
L598,FR,2621
L599,IM,6970
L601,BZ,2323
L603,PA,3552
L606,BI,3340
L604,SS,4332
L605,FR,937
L607,VV,702
L609,CL,3429
L612,VT,2590
L611,RM,268
L616,AV,1352
L614,FR,1553
L613,CA,1931
L620,BI,1009
L623,BG,133
L617,PV,1490
L624,VI,3191
L625,RM,279
L626,BS,1392
L627,PG,373
L631,CN,112
L628,SA,8475
L629,TO,757
L633,AL,1014
L634,LC,11612
L636,CN,50
L638,SO,914
L639,RM,16035
L640,CO,2656
L642,BG,211
L641,PR,533
L643,AO,635
L644,TO,3127
L647,AO,165
L651,VB,1253
L653,PG,1398
L650,VI,1827
L654,AO,2284
L655,BG,275
L656,SA,1628
L658,CT,7850
L659,PV,286
L660,BZ,3317
L664,MI,5366
L665,MI,9175
L666,VB,397
L667,MI,8972
L668,NO,1005
L669,VC,7195
L671,VA,2487
L670,NO,4951
L673,RC,2127
L672,PR,2674
L675,SV,13184
L676,RI,186
L678,TN,837
L677,MB,13335
L680,LC,770
L681,SP,2040
L682,VA,80694
L685,TO,816
L686,UD,2782
L687,BZ,4523
L689,PR,1205
L690,PV,3207
L691,VB,2034
L696,IS,687
L698,TO,1461
L693,IM,391
L699,VV,1051
L703,VA,7415
L704,MB,7609
L706,TV,16865
L707,BG,218
L702,PI,12094
L700,TV,6969
L710,PD,4719
L711,LE,14049
L712,BI,485
L709,MB,4356
L713,VT,2243
L715,CO,224
L716,PV,98
L720,PV,3299
L722,VR,759
L719,RM,53365
L723,VI,2406
L724,BZ,2873
L725,IS,11203
L726,TO,894
L727,TO,34034
L728,AP,2051
L729,CN,1424
L730,SV,377
L731,LC,305
L733,VA,6142
L734,VA,7316
L735,ME,3944
L737,CO,3001
L736,VE,261905
L739,AV,2543
L738,PZ,11837
L740,PA,1925
L741,IM,24178
L742,LT,751
L743,UD,2060
L744,MB,9264
L745,BZ,945
L747,CS,3009
L746,VB,30827
L748,CO,755
L749,SO,1114
L750,VC,46552
L751,LC,2829
L752,BG,7625
L753,BG,8018
L758,CN,564
L762,BO,7627
L764,FC,1881
L765,VA,8745
L768,MI,3931
L769,TN,1869
L771,CN,1166
L772,PC,2111
L773,MI,3365
L774,SP,852
L775,PO,6041
L777,BS,8159
L776,LE,7135
L778,BS,3801
L779,TO,4881
L780,FR,20525
L781,VR,257353
L783,AO,1304
L784,PV,375
L785,BI,1267
L787,TO,1439
L788,PV,1277
L792,CO,4128
L795,BG,4709
L797,RN,10072
L798,NO,1847
L799,SO,212
L804,CN,6420
L806,CR,3895
L802,KR,1826
L805,PD,1825
L807,AT,623
L801,UD,863
L809,IM,286
L808,NO,2068
L810,VR,2586
L811,TO,808
L812,BS,4340
L813,LC,310
L814,VT,14031
L815,RE,1854
L816,BS,1449
L817,CN,2293
L819,SP,7337
L820,RE,4246
L823,SV,806
L826,MN,19978
L828,CT,8672
L829,AT,245
L830,TO,251
L827,BG,1127
L831,RE,3356
L833,LU,62343
L834,AT,923
L835,SA,3350
L836,FR,761
L837,PA,2698
L838,FI,8110
L840,VI,112198
L841,CN,3153
L842,FG,7725
L843,FR,2191
L844,CE,12038
L845,NA,21002
L846,PE,393
L847,NO,893
L850,PI,8589
L848,PC,2540
L851,RM,3994
L854,PV,6360
L856,TV,3742
L857,TO,526
L858,FG,13946
L859,PZ,2819
L860,SA,7819
L865,BG,1336
L866,LC,2101
L868,FE,7590
L869,VR,9976
L872,PV,63505
L873,PZ,3007
L874,PZ,3364
L876,VA,5315
L878,PD,900
L879,AT,811
L880,BI,7819
L881,AL,984
L882,VT,4603
L883,MI,9309
L885,MO,25383
L886,TN,162
L887,AL,2162
L888,CN,2577
L889,VB,1206
L890,BL,1432
L892,PD,13056
L893,TN,1257
L894,BG,579
L897,PC,4301
L898,TO,5177
L899,VE,10016
L905,FR,2619
L907,SO,1004
L900,PD,22853
L906,VB,6646
L908,SO,2993
L904,AL,3160
L912,VR,5837
L909,UD,2207
L915,BZ,1593
L916,PA,20212
L913,LU,1597
L917,PV,77
L919,BS,10953
L922,PE,669
L923,BS,1435
L926,LU,1319
L920,BR,9346
L924,VS,14040
L929,BG,4694
L928,MI,6214
L931,AL,487
L934,PD,5549
L936,BG,6689
L933,BI,359
L937,PD,2211
L939,RO,5041
L942,CN,2906
L943,IM,459
L944,AG,1389
L938,BG,1908
L945,AT,3064
L946,MS,4763
L947,PD,10246
L948,TO,4683
L949,VR,33185
L950,ME,8559
L952,VI,1911
L951,PA,3340
L953,OG,3243
L957,TN,3829
L958,AQ,553
L956,CO,8099
L963,AL,940
L959,CL,1618
L961,CH,957
L964,CH,2332
L966,VS,2725
L965,AV,1003
L967,RO,1191
L968,CI,3598
L969,RE,3686
L970,AL,308
L971,BZ,1849
L972,AL,1873
L974,CN,5782
L973,AV,1648
L975,SV,2659
L978,BI,193
L977,LO,1859
L979,PD,6121
L980,PC,1769
L981,AO,1267
L984,AT,5667
L983,PV,770
L982,TO,1199
L985,RO,1983
L986,VS,675
L987,VS,1344
L989,SS,2305
L988,RO,937
L990,CN,774
L991,OR,305
L994,PV,3134
L992,CA,1096
L995,BS,5779
L998,CA,4751
L999,TO,2921
M003,VC,455
M011,EN,4866
M004,TO,1038
M009,AL,690
M007,TO,2025
M002,TO,3511
M013,TO,1119
M014,TO,4062
M018,RC,13770
M015,CN,1535
M017,MB,13898
M016,CA,1054
M019,AT,393
M021,AQ,108
M023,AQ,420
M022,CH,1361
M025,CA,6926
M027,TO,4754
M028,VC,1582
M030,OR,1645
M031,AQ,896
M032,VI,6161
M034,UD,1373
M026,CA,2567
M041,AQ,650
M042,VB,273
M043,GO,1681
M044,MN,2190
M045,BG,8052
M052,MB,26062
M050,BG,1492
M053,MI,17004
M048,TV,17984
M057,CB,3343
M055,CN,653
M058,AT,598
M059,FI,14564
M062,NO,565
M060,TO,14938
M063,CN,378
M065,BS,679
M067,BZ,6875
M069,TO,1200
M070,BS,1978
M071,TO,1289
M073,UD,789
M072,NA,4456
M077,AL,1240
M078,MC,1106
M079,PV,1567
M080,TO,539
M081,TP,2039
M082,VT,67488
M083,FR,338
M085,PN,753
M086,VT,5270
M089,TV,28320
M088,RG,63906
M090,AQ,873
M092,CE,7416
M091,MI,9063
M093,BN,2920
M094,TO,1039
M095,RM,170
M096,PN,1357
M098,BI,1431
M103,PD,3355
M104,BS,8106
M101,VA,584
M100,CT,6164
M102,MI,3948
M105,GE,402
M106,VC,171
M108,BL,860
M113,TN,3085
M109,PV,39427
M111,VB,1757
M110,FE,3736
M115,NA,24002
M118,TV,10170
M116,CR,525
M119,PV,132
M120,AL,1206
M121,AL,142
M122,TO,15459
M123,AL,722
M124,BL,859
M125,MN,7352
M126,PI,10410
M127,CR,359
M130,AV,3256
M131,FG,416
M132,FG,1712
M133,TO,8735
M136,CN,538
M138,VV,741
M140,CZ,1628
M139,CT,9562
M141,RM,17872
M142,TN,1762
M144,BG,2706
M143,VV,1769
M145,VI,6632
M147,BG,8700
M150,PV,1040
M152,PV,1697
M153,OR,1152
M156,CO,212
M158,LO,7287
M160,MI,1842
M161,PV,1067
M165,PC,78
M162,PV,477
M163,TV,1812
M166,PV,409
M167,PV,1775
M168,OR,1092
M170,VI,1406
M171,TV,11287
M169,MS,1071
M172,VR,15018
M173,TN,1741
M176,MI,6856
M177,SP,524
M178,VR,4896
M179,BI,402
M180,PV,3237
M182,GE,2457
M183,MO,4628
M188,BS,1082
M187,LE,1981
M184,BG,9007
M185,BO,18875
M189,BL,229
M190,PN,8488
M196,BI,1200
M197,SV,313
M194,VI,763
M199,VI,6833
M204,VV,1966
M207,RM,13509
M201,BI,1053
M202,CS,2608
M203,AV,1088
M200,UD,595
M209,CI,2738
M208,CZ,70891
M210,ME,7367
M212,RM,41174
M213,RM,49418
M211,ME,5722
M214,OT,1847
M253,SA,3488
M255,AQ,385
M256,MT,7564
M258,TR,2524
M257,SR,3916
M259,SS,1717
M260,CE,7044
M263,LE,6196
M262,CE,7842
M261,LE,2422
M264,LE,2027
M265,PN,1695
M266,FG,2833
M267,FG,3422
M268,PA,1011
M269,PZ,3357
M270,CI,1308
M271,CT,4077
M272,RM,38533
M273,NA,11665
M274,OT,2454
M275,OT,3414
M276,OT,1518
M277,RC,4620
M278,CI,1095
M279,SR,11986
M280,NA,9091
M281,TP,8142
M282,SS,596
M283,CT,3756
M284,SS,1390
M285,OG,1914
M286,ME,4434
M287,CT,3963
M288,CA,1669
M289,NA,5352
M290,SS,1620
M291,CI,856
M295,RM,15507
M292,SS,742
M294,SA,13613
M297,RM,78887
M298,TA,13887
M301,OT,2118
M304,BI,1492
M303,TN,977
M308,VE,13567
M302,AT,1661
M300,PD,9049
M311,UD,1173
M309,RM,32917
M313,TN,5323
M314,TN,2963
M312,BS,16307
M315,CO,4200
M317,UD,6329
M318,AN,7640
M319,LU,798
M320,BO,30716
M321,FI,23420
