code,province,weight
E092,TV,4138
E094,MI,20412
E096,AQ,541
E098,GO,34742
E100,BG,5168
E101,VA,4983
E106,BG,1603
E104,VA,2223
E103,BG,6551
E102,VA,8401
E113,BL,625
E111,CN,293
E109,GE,97
E115,CN,148
E107,FE,3761
E114,PC,5652
E116,BS,5233
E120,NO,5596
E122,PU,4883
E118,CN,2217
E125,GO,8222
E124,GO,6504
E126,VT,1351
E127,LO,2616
E131,NA,29008
E130,BI,1531
E128,VT,2250
E132,PC,4591
E133,CT,13347
E134,AT,596
E136,BO,11972
E139,CO,2865
E138,VI,1883
E141,CO,1304
E142,ME,1470
E143,NO,1410
E144,VA,1288
E145,PD,4646
E146,PD,2033
E147,MT,5112
E148,BG,6407
E149,PA,940
E152,PV,2746
E154,TO,693
E153,VB,7836
E155,BA,43770
E156,CT,25615
E158,CE,7059
E159,AT,614
E160,RI,1554
E161,AV,676
E163,VC,359
E164,AL,320
E165,AO,3398
E168,AO,810
E167,AO,301
E169,FI,13819
E170,MI,3040
E171,VR,10802
E172,CO,631
E173,CE,12116
E177,NO,4543
E178,TN,2209
E179,UD,338
E180,CS,1672
E182,CN,1975
E184,VI,4286
E185,CS,2246
E188,AL,258
E187,BO,3915
E189,BG,1209
E191,AL,498
E192,BG,900
E193,CR,1467
E195,PV,4551
E196,PC,2279
E199,TO,202
E201,SO,1617
E204,RM,20450
E202,GR,82143
E205,TA,32114
E203,TO,1026
E200,SO,4438
E206,AV,8076
E207,AP,16139
E209,AG,5683
E210,VT,2626
E212,RC,3136
E208,FM,3382
E213,MT,2186
E214,AV,1860
E215,VE,2808
E216,TO,37944
E217,CR,1789
E219,BG,7414
E221,PZ,1701
E223,BA,12812
E224,NA,18015
E226,VI,3742
E228,MC,809
E227,LE,5748
E229,PG,6065
E230,PG,15073
E232,RE,6465
E233,ME,1758
E234,CA,988
E235,CO,5779
E237,VC,338
E236,FR,1610
E238,LO,2681
E240,RO,1142
E239,CZ,4504
E241,TR,1829
E242,CS,1917
E243,CH,9042
E244,CB,1053
E245,AV,1698
E246,PZ,558
E248,CB,800
E249,BN,5022
E251,CN,3573
E250,PI,1242
E252,CA,2673
E253,RE,15100
E255,AL,306
E256,PG,31939
E258,MI,1658
E259,CB,5296
E261,MN,6079
E263,RM,89141
E264,MO,3886
E265,PV,6030
E266,CH,420
E269,VB,213
E271,BS,16623
E270,VS,11844
E272,CR,2727
E273,AO,1176
E274,CZ,623
E281,CI,26988
E280,BS,1953
E282,CN,72
E283,OG,2251
E284,VR,5253
E285,SS,858
E287,LC,2439
E288,TN,1172
E289,BO,69951
E290,IM,42154
E291,FI,14635
E295,AT,2242
E292,VA,1080
E297,BS,379
E299,VA,10256
E307,AQ,2103
E305,LC,1993
E304,VB,106
E301,TO,47
E308,LC,121
E306,AO,659
E310,PV,1489
E313,MI,8608
E317,MI,10947
E309,CO,9219
E314,NO,4469
E311,TO,721
E320,FE,2923
E325,BS,133
E323,NU,2300
E321,VV,4285
E326,MT,4972
E328,CZ,1648
E329,NA,20010
E330,VT,2314
E327,CN,81
E332,FG,4427
E333,BS,9171
E334,TN,2764
E335,IS,21805
E336,CA,2708
E337,PA,1525
E338,AT,2044
E339,KR,17718
E340,FR,11584
E341,GE,1527
E343,TE,4759
E342,SO,514
E345,TO,393
E346,IM,698
E349,VR,11572
E351,PU,593
E350,PA,7285
E348,GR,1436
E353,BG,181
E354,VI,10217
E360,AL,712
E358,VR,3262
E363,FG,489
E356,CR,1158
E364,BS,4065
E365,SA,1006
E366,RG,16239
E367,VA,5283
E368,TO,398
E369,AO,413
E370,BG,644
E371,AO,1368
E373,TV,9205
E372,CH,41283
E375,LT,10703
E374,ME,1619
E376,SS,503
E377,SS,8619
E379,TO,23647
E380,CR,2002
E381,CB,1776
E382,RM,364
E386,VA,5155
E387,OG,3166
E389,VV,1912
E390,AG,1248
E388,AN,40318
E391,AO,745
E392,RM,6445
E393,RI,366
E394,TO,1801
E395,MI,8964
E396,NA,4842
E397,AV,2304
E398,BZ,5221
E402,RC,408
E405,CO,889
E406,CN,1457
E401,SS,903
E403,VI,130
E400,OR,1879
E407,CS,2571
E413,PI,1337
E412,BZ,5042
E409,PZ,5490
E410,FE,4874
E414,SV,1785
E417,CS,1899
E415,MI,25754
E416,CO,484
E420,BZ,2656
E419,CS,842
E421,BZ,17780
E424,CH,1250
E425,OT,11248
E422,BG,4163
E426,MO,2715
E428,CO,2522
E423,TO,8856
E430,CN,2708
E429,BL,2842
E431,AG,6572
E432,PT,7494
E434,BZ,12046
E433,VC,530
E435,CH,35251
E436,NO,564
E437,PV,6379
E439,PV,366
E441,OG,5383
E438,PR,10372
E443,SO,1331
E444,CO,1480
E445,TO,5079
E448,AV,1563
E447,FM,1182
E450,CS,947
E451,PT,6366
E454,PV,1180
E456,CB,6730
E457,BZ,3995
E458,AO,2080
E459,PA,3611
E463,SP,93678
E462,CO,487
E464,VS,238
E465,VI,201
E466,FI,20312
E467,VT,823
E470,AO,760
E468,AR,3504
E469,TA,15257
E472,LT,126151
E471,BR,14594
E473,UD,13539
E476,UD,724
E475,CS,3995
E474,PZ,4482
E479,RC,5143
E480,SA,1189
E481,BZ,341
E483,PZ,12804
E482,PZ,1772
E484,TO,1464
E485,SA,1517
E486,SA,787
E487,AV,3456
E489,VR,8425
E488,GE,12692
E493,PZ,13525
E490,BL,1089
E491,BZ,1369
E492,TN,1115
E494,VA,5722
E496,VA,8743
E497,BS,543
E498,SA,1409
E505,AQ,1674
E506,LE,94989
E502,VR,6916
E507,LC,48131
E504,MB,7803
E500,TN,8901
E509,BG,4477
E510,VA,3820
E512,VR,25265
E515,PD,8829
E514,MI,60259
E517,NU,506
E519,GE,2438
E518,TO,16478
E522,RO,11802
E520,TO,195
E524,BG,601
E523,ME,698
E526,BS,14374
E529,VA,820
E527,LT,4170
E528,VC,849
E530,MB,15902
E531,CH,694
E532,SR,23761
E537,TA,8101
E536,EN,13305
E535,RI,2396
E539,CN,771
E538,LE,8661
E540,CN,481
E541,PA,6829
E543,AL,866
E544,NO,2258
E546,CN,785
E542,SP,10160
E547,PR,5021
E548,PR,1191
E549,FG,6352
E550,MB,8448
E553,UD,3777
E551,TO,1922
E554,CE,711
E555,ME,2839
E557,NA,6250
E559,CH,350
E558,PE,2945
E560,SP,5449
E562,BG,3788
E563,LE,14214
E564,CN,216
E570,CE,1148
E566,TO,456
E565,TN,7919
E569,CO,2074
E571,ME,1659
E573,AG,37407
E576,RM,983
E578,CT,3066
E574,MS,4912
E581,LC,2142
E583,VC,538
E584,UD,6966
E587,AO,465
E586,UD,113
E588,BL,5228
E589,BN,4048
E590,VV,3665
E591,MB,35316
E592,PD,7890
E593,CO,3822
E594,ME,834
E596,BS,1164
E597,CN,1469
E599,CB,758
E602,CT,5357
E605,AV,6155
E600,PV,2842
E607,CO,5899
E606,ME,12753
E608,PV,126
E610,MI,4085
E611,CH,707
E618,CL,2994
E617,MB,45233
E615,CN,193
E613,PG,608
E620,NA,1615
E621,SO,6458
E622,BL,1301
E624,TN,843
E623,CO,175
E625,LI,158916
E626,VC,4417
E627,LO,2543
E630,TA,10096
E629,LE,11929
E632,SV,11340
E633,AT,358
E638,CO,4365
E639,MI,10216
E635,TO,1471
E640,BG,825
E644,OG,1294
E645,BA,14156
E647,NU,1689
E648,LO,45212
E646,NU,516
E651,LO,7527
E649,NU,340
E652,BS,1683
E655,BO,4315
E656,LC,4964
E654,BS,3826
E660,TO,1738
E659,CO,9959
E661,TO,1041
E664,TN,878
E662,PV,2184
E665,VA,5003
E666,VA,11839
E668,FI,1852
E669,IS,676
E671,VI,5731
E675,FC,7148
E674,ME,1444
E673,BS,571
E677,CS,2291
E678,CS,3099
E680,LI,3752
E679,CO,1889
E683,TO,1201
E681,RI,577
E682,VI,16485
E684,PD,7583
E687,BL,558
E690,AN,12810
E689,RO,3461
E685,VB,243
E691,PE,7390
E692,TV,9354
E693,AR,5837
E694,MC,2407
E695,GE,449
E698,BS,608
E705,SO,660
E706,BS,397
E707,VA,1259
E708,BL,1342
E704,BG,5292
E700,OG,2185
E714,AG,1787
E709,PD,3150
E711,VC,829
E713,VT,897
E712,AL,1108
E715,LU,88397
E716,FG,33447
E718,AR,3577
E719,IM,287
E722,CB,676
E723,AQ,6088
E724,AQ,986
E726,PC,4046
E731,VI,3641
E727,TO,349
E729,TR,1464
E734,VA,14664
E730,RA,32396
E735,CO,2761
E736,NU,1397
E738,BS,22510
E743,PU,1518
E737,GE,1502
E742,VS,1700
E745,CS,2542
E746,AV,1173
E747,OT,1872
E748,CB,492
E749,CO,5381
E750,CO,2579
E751,BG,2816
E752,OT,2551
E753,CO,9934
E757,TN,273
E758,TO,7319
E754,CE,15426
E759,TO,499
E760,UD,652
E761,RO,3477
E762,VI,2619
E763,TO,548
E764,BZ,1529
E767,SA,1056
E769,VA,1322
E770,BG,912
E772,RE,9132
E773,CS,9309
E778,IS,1026
E777,LO,73
E779,IS,1804
E780,CB,576
E782,TO,1201
E783,MC,42209
E785,PU,2014
E784,CE,10508
E786,MB,7432
E788,NU,10120
E787,BS,1476
E789,CN,57
E790,VB,555
E791,CE,39093
E793,CR,2898
E795,VB,392
E794,BG,4026
E798,LT,3107
E799,CB,1193
E803,NO,1701
E804,PV,1716
E806,CZ,1230
E805,PG,14857
E800,BS,133
E801,MI,23845
E807,FM,1438
E808,CN,2247
E809,CN,2186
E811,AQ,3650
E810,GR,3584
E812,RI,3740
E814,SA,693
E813,RM,1413
E815,LE,14345
E816,SV,976
E817,TO,425
E818,MN,1521
E819,MI,9248
E820,UD,2329
E821,BI,405
E825,OR,664
E830,CO,669
E829,BZ,1290
E833,UD,5981
E834,CZ,4623
E835,CS,1232
E837,AN,6225
E836,VV,2198
E838,RN,831
E840,LO,1392
E841,BS,3487
E842,SP,610
E839,SA,5588
E844,BO,8972
E843,CR,1728
E847,UD,935
E848,VR,3704
E850,TN,2145
E851,BS,2020
E853,VB,1424
E852,LO,3109
E854,CT,3841
E855,ME,956
E856,VA,1310
E858,LC,4250
E859,CS,768
E860,SV,1127
E862,BZ,5225
E863,VA,16768
E864,VI,14915
E865,BS,3203
E866,TN,443
E868,AP,2391
E870,AL,80
E869,ME,716
E872,CS,1760
E875,GR,7326
E874,NU,2543
E873,RC,2781
E876,ME,588
E878,CS,2817
E877,CA,2189
E880,NO,232
E879,LC,10356
E882,TA,31360
E883,BS,5308
E884,BS,13063
E885,FG,57100
E887,CN,1303
E888,CS,1889
E889,PN,11744
E891,AV,3188
E892,PE,7011
E893,TV,5027
E896,SO,765
E894,CN,3799
E897,MN,49308
E899,UD,6424
E902,SS,612
E903,CA,7957
E905,MO,5108
E904,MO,17492
E900,RM,7711
E901,BG,6827
E907,NO,1613
E908,RM,780
E910,UD,1832
E906,NA,59871
E912,VI,9592
E911,VR,3145
E914,CS,3501
E919,PZ,5108
E915,CS,3187
E921,MI,6254
E917,AT,268
E922,MN,6646
E923,CZ,439
E927,RI,85
E925,CZ,2281
E924,RM,7363
E929,VA,3460
E928,BS,4320
E930,LI,2157
E931,LI,1975
E932,CE,39792
E933,AR,3441
E936,VE,17416
E934,PV,2433
E938,BZ,3024
E939,CN,3248
E940,TV,9606
E941,TO,1350
E945,CN,1445
E944,AT,374
E946,BT,11855
E947,LC,385
E951,CO,24762
E949,MN,746
E952,GO,1520
E953,CL,1858
E954,NA,7836
E956,RC,6639
E957,PA,6588
E955,NA,30046
E959,BZ,2674
E958,RM,43797
E960,PT,3215
E961,BS,656
E962,MN,7830
E965,VA,7806
E963,CN,62
E967,BS,3209
E968,RC,1507
E970,VI,14008
E971,FI,3087
E972,OR,4829
E973,CN,239
E974,TP,83232
E975,PG,18793
E976,PZ,4072
E977,PZ,5537
E978,VT,3440
E979,LE,9151
E980,VE,21480
E981,BZ,862
E983,CR,2017
E982,UD,6902
E984,LE,1665
E986,TA,49029
E987,BG,10524
E988,CN,770
E989,TE,16083
E990,CZ,884
E991,CZ,1097
E992,SS,517
E993,RC,528
E994,LO,1707
E995,TA,5294
E997,AV,1693
E998,CE,2236
E999,PV,1719
F002,VA,352
F003,MI,3477
F005,CT,32059
F006,PZ,1637
F004,CT,14238
F001,CS,989
F010,VB,1513
F007,VA,300
F011,PD,9102
F009,TV,5088
F012,TV,9361
F013,PD,1765
F015,AL,1402
F016,FE,2319
F017,CO,3319
F020,GE,3677
F019,VI,3493
F021,FM,939
F022,AQ,1451
F024,PG,3757
F025,PT,7976
F023,MS,69226
F027,TA,32989
F028,LO,4578
F029,RA,10578
F030,NA,14236
F032,GR,8331
F033,PD,6067
F035,LU,22477
F037,BI,553
F041,TO,53
F042,BI,2112
F043,CE,6579
F044,AP,1639
F045,TN,126
F046,SV,105
F047,NO,1032
F048,VB,131
F052,MT,60351
F051,MC,9870
F050,OR,1070
F053,TO,3895
F054,LE,11476
F055,CB,1122
F058,TO,679
F061,TP,51604
F059,FG,6313
F063,BS,12241
F064,RM,3135
F065,CL,12046
F066,ME,1507
F067,TO,4172
F068,TN,534
F070,SO,997
F073,NU,1812
F074,TO,813
F078,MB,23387
F080,PV,6653
F081,GO,955
F082,PR,10860
F083,BO,16744
F084,MI,12198
F085,BG,2360
F086,MN,4031
F087,MO,6270
F088,TV,2890
F089,PN,1561
F091,PD,1934
F092,PD,1937
F093,NO,2493
F094,BL,5968
F095,RO,1799
F096,AL,1300
F098,GE,2728
F097,FC,9961
F100,MI,17940
F101,LE,9947
F102,LO,447
F105,RC,922
F106,RC,5057
F104,PZ,17822
F107,SR,13598
F110,AV,1934
F109,LE,7173
F111,NA,37836
F108,KR,3525
F112,RC,11260
F113,BN,1831
F114,CN,295
F115,SO,963
F116,TV,10174
F117,LE,2235
F118,BZ,1676
F119,MI,18518
F120,CO,3091
F125,CS,9517
F123,IM,182
F122,PV,365
F126,AG,12534
F127,RM,23122
F131,AL,195
F133,LC,14828
F132,BZ,40047
F130,VE,6379
F134,VA,1810
F135,PU,1368
F136,PU,1042
F138,SA,22337
F137,RN,7110
F139,FC,6865
F140,TO,1289
F141,AV,12288
F144,UD,2646
F146,VB,2183
F145,AN,1022
F147,ME,2269
F148,PD,2673
F149,LO,1746
F151,CO,4128
F153,SO,1832
F154,VA,1523
F152,BR,26985
F155,MI,4159
F156,FE,6852
F157,KR,6472
F162,NA,7945
F161,PD,11425
F158,ME,236962
F164,TO,82
F165,MB,4423
F167,BI,512
F170,PV,1099
F171,PV,485
F168,TN,894
F172,VR,2483
F173,GE,1544
F174,PR,3256
F175,PV,1405
F182,TO,789
F176,TN,1618
F183,TN,5487
F184,PA,2908
F186,BG,168
F187,TN,7098
F188,NO,1226
F189,BI,609
F190,TV,3312
F191,NO,814
F192,VB,354
F193,RI,131
F194,LE,3538
F196,CH,4803
F200,CZ,767
F205,MI,1351562
F203,CE,3199
F201,MT,2497
F202,GE,3655
F206,ME,31473
F207,VV,6706
F208,OR,1552
F210,ME,1291
F209,CT,7334
F213,SV,3374
F214,CT,1072
F216,BS,1763
F218,VR,4626
F220,BT,8943
F219,BO,8783
F217,CT,5117
F221,LE,3647
F223,SA,2743
F224,LT,19734
F229,VE,38501
F226,SV,528
F230,AV,7637
F225,LU,2041
F232,AL,1345
F231,CT,4832
F233,CB,2160
F235,FE,3162
F238,PV,3756
F239,IS,1036
F240,MO,23661
F241,VE,27105
F243,BG,2932
F244,RN,13184
F242,ME,976
F246,PA,29283
F247,MB,5530
F248,LC,8664
F249,PZ,563
F250,CT,49634
F254,AT,485
F251,ME,4715
F256,GE,2586
F257,MO,184727
F259,FC,4533
F258,RG,54522
F260,LO,6108
F261,OR,168
F262,BA,38443
F263,TN,2622
F265,LC,482
F266,UD,1708
F267,MN,5544
F268,MC,4641
F269,TV,27851
F270,OR,443
F271,OR,669
F272,OR,4155
F274,BN,4112
F275,UD,1688
F276,BG,213
F277,ME,718
F278,SA,1840
F279,CN,232
F281,AL,2126
F280,BA,25554
F283,LU,1036
F284,BA,59623
F287,BN,1598
F288,BO,15653
F293,AL,599
F290,IM,611
F294,CB,166
F295,PZ,3971
F297,VC,93
F299,AG,16916
F305,CO,1610
F306,VI,2570
F307,TN,1128
F308,AT,201
F304,LC,3580
F301,RC,2539
F313,AL,1053
F311,AT,1104
F312,CN,611
F309,CN,259
F315,TO,404
F310,PU,2107
F320,AL,211
F318,TO,652
F322,CB,516
F316,AT,2239
F317,NO,2536
F319,RI,525
F323,AT,1001
F324,RC,3441
F327,TO,348
F328,BG,1177
F325,AT,932
F326,CN,1307
F330,CN,1373
F329,CN,79
F336,AT,2988
F337,AL,210
F332,TV,4308
F333,CA,4562
F335,TO,57530
F338,CN,583
F340,PR,906
F342,VC,1414
F343,AT,877
F346,RN,1398
F347,PU,3795
F348,PU,14235
F351,CN,22511
F352,CE,28551
F354,GE,2793
F356,GO,27991
F355,CN,633
F357,MO,8288
F358,CN,2050
F359,ME,2765
F360,TV,1386
F361,AT,917
F363,BO,3691
F364,VV,730
F365,AL,165
F368,ME,594
F367,AO,1791
F369,BI,3849
F370,CS,1579
F371,BZ,2892
F372,CO,2330
F374,AL,571
F373,BS,2544
F376,BA,49030
F375,BS,544
F377,PA,39187
F378,TS,885
F379,FM,645
F381,AN,3396
F380,AP,4515
F382,PD,17616
F383,CA,19924
F384,PT,21348
F387,AL,267
F386,AT,340
F385,CN,4720
F390,AT,945
F391,CB,1081
F392,BZ,1672
F393,SO,3062
F394,PD,9120
F397,AV,417
F395,ME,1585
F398,FI,3689
F399,MT,7264
F403,AL,264
F404,AL,655
F405,CN,553
F402,SI,5056
F401,AN,6792
F400,ME,2242
F406,IM,397
F408,CN,837
F407,TO,748
F409,AT,770
F410,PT,10758
F411,TO,982
F414,AG,2542
F415,AP,2104
F416,CS,19930
F417,PV,876
F419,VT,8985
F420,TO,3474
F422,TO,5283
F423,LO,2282
F424,CN,751
F426,SA,2067
F429,IS,2455
F427,CO,5177
F428,FM,1691
F430,RI,387
F432,CZ,1749
F433,CH,945
F434,CR,2332
F437,GR,12570
F441,PE,970
F442,VI,6551
F440,PV,1582
F443,TV,31324
F445,GE,238
F448,AV,3663
F446,RI,890
F449,PV,529
F450,PU,2735
F452,LU,4413
F453,AN,1957
F454,MC,7116
F455,AL,314
F456,PG,1558
F457,TR,5049
F458,PI,1717
F460,MC,133
F461,VR,4347
F462,TR,1665
F463,RE,10622
F464,VI,23526
F465,VI,5046
F467,PU,667
F468,AT,1269
F469,AL,545
F471,BS,25449
F473,PR,10846
F474,PU,1683
F475,CB,1345
F477,RM,12023
F478,PU,1106
F479,SA,2666
F480,SA,10798
F481,SA,12657
F483,VB,1257
F482,MC,7144
F484,MO,930
F486,VI,2867
F487,AP,506
F488,NA,12826
F489,CL,1613
F491,AV,3326
F492,PG,5626
F493,FM,425
F494,BN,1477
F496,MC,3506
F495,CB,1533
F497,PU,2645
F499,VT,13454
F498,CH,128
F501,AP,2102
F504,RM,1322
F506,AV,11780
F502,RN,2295
F500,TE,1033
F503,MO,2183
F507,SA,554
F508,VR,8939
F509,FM,1148
F510,TR,1284
F511,AV,2263
F512,AV,1322
F513,TR,1197
F514,VI,3428
F516,AP,522
F515,VI,1784
F518,AL,319
F517,FM,782
F519,CS,1814
F520,FM,6789
F522,FM,12925
F523,RN,1006
F524,PU,1129
F526,VA,1472
F527,AT,2332
F528,IM,120
F529,PD,11370
F532,BS,1744
F531,TA,5614
F533,PU,6860
F534,RM,2144
F535,CH,83
F536,FM,385
F537,VV,33742
F538,FG,1020
F540,PG,586
F541,RI,1236
F542,SS,102
F543,TR,1437
F545,RM,5353
F544,PA,6213
F546,AV,7744
F547,BG,3326
F548,CB,363
F549,FM,767
F550,CN,526
F552,MC,3594
F551,FI,14236
F556,AT,1146
F553,PA,3314
F558,CN,234
F557,BN,541
F559,AV,2853
F560,AN,9930
F561,LC,1923
F562,AL,330
F563,TA,3887
F564,CO,238
F565,AR,558
F566,AV,5312
F567,MC,6577
F568,PZ,1594
F569,CB,363
F570,AP,581
F572,PO,18610
F573,PZ,1227
F574,UD,514
F576,CB,6637
F578,CH,678
F579,RI,292
F580,IS,524
F581,AN,3292
F582,CH,2483
F585,TE,25602
F586,CZ,5327
F589,PU,2860
F590,RM,8631
F587,TA,2403
F591,AP,12602
F592,SI,14033
F594,AR,1742
F595,AQ,2520
F597,BO,6055
F596,PN,4415
F599,FM,369
F598,SI,9870
F604,LE,13930
F601,IS,2183
F605,SI,9114
F606,VT,4473
F603,VT,2003
F600,AN,3075
F608,CN,509
F609,SP,1468
F610,RG,2995
F607,VV,1690
F612,GR,1328
F611,RM,40813
F614,FM,2173
F618,SA,1554
F616,LT,6308
F619,RI,697
F620,FR,12847
F621,MC,7995
F622,MC,746
F623,LE,2658
F625,SA,6653
F626,FM,2442
F628,AR,8761
F627,BO,10950
F631,FG,12534
F629,PG,1161
F632,MC,15836
F634,AN,6807
F637,MT,9940
F636,BN,13511
F638,PV,406
F639,VB,413
F640,PI,2169
F642,MO,3353
F646,PE,54152
F644,PV,296
F651,TO,905
F648,FI,13511
F653,FM,8280
F654,CN,1627
F656,AR,24399
F655,AG,3002
F657,LC,2636
F660,AV,783
F661,PI,761
F662,VI,2806
F664,FM,439
F665,FM,731
F667,OT,2418
F666,CN,261
F668,FC,1718
F669,CN,2318
F670,PV,662
F671,PC,5278
F672,BS,4513
F674,LC,4225
F675,VI,9047
F676,SI,1517
F677,GR,1186
F679,MS,10261
F680,BS,5131
F681,CR,2517
F682,GE,2022
F685,PG,1672
F686,PI,11115
F687,RI,4128
F688,CO,2578
F689,CB,418
F690,TE,8105
F692,RM,1930
F696,VI,3143
F697,FM,978
F698,OR,483
F703,VA,1931
F705,MN,4836
F704,MB,122955
F706,BO,6312
F707,AL,1406
F701,PV,1676
F709,AT,199
F710,GO,768
F711,VA,4282
F708,CS,4485
F712,SO,12319
F713,AL,404
F715,RN,7014
F716,LE,3309
F718,BO,4732
F717,BN,4908
F720,BG,2529
F721,SS,1905
F722,FM,582
F723,CN,4141
F724,PC,1013
F725,TV,4491
F727,OR,721
F726,AO,2091
F728,TN,9746
F730,RM,2611
F729,TV,2800
F731,SA,669
F732,AQ,1436
F733,TO,847
F734,RM,8729
F736,VA,5029
F735,CS,2984
F737,AL,738
F738,BG,2947
F739,PV,631
F740,FR,3271
F743,CN,2044
F744,AV,1268
F745,AN,1892
F746,RI,371
F747,TE,3618
F748,CB,586
F750,PN,2808
F749,MC,10150
F751,AL,673
F754,PV,15355
F756,UD,5000
F758,LC,34
F760,UD,2480
F761,CR,800
F762,AV,1676
F764,TE,9331
F765,PE,3158
F766,BZ,2107
F767,GO,1561
F768,VI,1821
F770,TV,10765
F771,CR,899
F772,ME,828
F773,ME,729
F774,VC,759
F776,BI,1405
F775,CS,1226
F777,FG,718
F779,RC,6162
F780,CZ,840
F781,CT,12221
F783,MI,7877
F784,TA,15888
F785,CH,2417
F786,BG,4546
F788,CO,8975
F789,VR,7546
F791,BG,7396
F793,MC,910
F795,TS,13124
F797,MB,23490
F798,AV,5330
F799,NA,34920
F804,MN,2014
F808,CA,5266
F806,BS,794
F802,MS,2422
F809,CN,808
F801,LO,5736
F810,VI,1038
F813,SV,831
F811,CN,961
F814,AL,1426
F815,SI,2384
F816,LE,4948
F818,SS,858
F817,PZ,5395
F822,CI,1531
F820,BS,2645
F826,VE,11443
F828,CO,994
F829,VI,7630
F830,CL,10711
F832,UD,2543
F831,TE,15016
F833,BI,602
F835,TN,2895
F836,BZ,1975
F838,VI,3098
F839,NA,970185
F840,OR,1790
F841,CI,3296
F842,LE,31511
F843,VV,1277
F845,AG,7658
F846,CN,3470
F844,TR,19543
F847,SV,201
F848,ME,3782
F849,BZ,5777
F851,BS,10922
F852,AQ,562
F853,TN,1391
F856,BZ,3171
F857,RM,1425
F858,GE,2252
F861,VR,17105
F859,NO,1865
F862,GE,886
F863,CN,3434
F864,BG,11616
F865,RM,1910
F866,PZ,1480
F867,OR,682
F870,TE,5258
F871,RM,1957
F868,VT,9620
F872,TV,6719
F874,MI,17270
F876,RI,245
F877,CO,1245
F880,RM,49657
F878,BI,999
F881,LE,5315
F882,PR,3625
F884,BS,1980
F883,CN,376
F885,PC,2184
F886,NO,791
F887,LC,3722
F889,TO,48048
F890,CT,7533
F891,PV,325
F892,EN,13762
F894,CN,372
F893,VV,6192
F895,CN,1051
F898,UD,2735
F899,CL,27277
F902,AT,10369
F906,TO,130
F907,CS,382
F904,VE,16031
F900,EN,2992
F901,ME,3652
F911,PG,5776
F908,PE,1811
F914,PR,12919
F912,SA,45952
F913,SA,24260
F910,CZ,4742
F915,BA,19211
F917,PZ,859
F918,VR,8493
F921,VR,3637
F916,LE,2307
F920,TN,2072
F922,VI,1185
F923,BA,26297
F924,NA,34432
F925,TO,6861
F926,SV,2725
F927,TO,281
F929,TN,1381
F931,TO,8009
F930,MO,15882
F932,VB,867
F933,NU,310
F934,OR,1231
F935,PG,4981
F937,LT,3983
F939,MI,682
F942,TE,6841
F941,BG,1793
F943,SR,24074
F944,MB,23275
F947,TN,1090
F948,TO,530
F949,BZ,1932
F951,ME,1325
F950,BZ,3922
F952,NO,104284
F955,MI,20052
F957,VI,4999
F958,CO,2918
F960,RE,13670
F956,SO,1857
F961,CN,977
F962,PD,11383
F963,VE,6974
F964,VI,8872
F965,AL,28343
F966,MO,10141
F967,SA,2300
F970,LE,8078
F972,CN,420
F974,OR,483
F968,MI,4584
F975,SS,814
F976,SS,1378
F977,SS,2732
F978,AN,3767
F979,NU,36900
F980,OR,1789
F982,CA,1273
F981,CA,916
F983,CA,2523
F985,OR,360
F987,AO,2979
F988,AV,4155
F989,BS,3962
F986,CA,2165
F991,CI,1561
F990,BS,4732
F992,BI,3961
F995,AL,1309
F993,BI,2781
F994,RO,11958
F997,AL,421
F996,AQ,1171
F998,AL,273
F999,TV,20400
G001,BS,1971
G003,AN,1984
G006,BS,4113
G004,CR,6014
G005,AP,5008
G002,AQ,492
G007,VB,845
G009,LC,9032
G008,VA,4305
G010,TO,1513
G011,SA,2261
G012,AO,214
G016,VC,807
G015,OT,59968
G018,VC,240
G019,NO,14100
G020,NO,2044
G021,PV,718
G022,RM,6657
G023,SA,6781
G025,CO,11619
G028,VA,12409
G026,LC,6473
G030,LC,6991
G034,CZ,540
G036,ME,2158
G031,NU,7106
G037,MT,430
G032,PV,184
G039,SA,3752
G040,LC,1243
G041,IM,224
G042,AL,120
G044,NU,1293
G043,OR,1217
G045,AO,153
G046,SS,4161
G047,CR,946
G048,AT,78
G049,BG,502
G050,BG,1012
G054,BG,152
G058,NU,883
G056,CO,2397
G061,BS,3182
G062,VB,15434
G063,SA,1648
G064,NU,391
G065,VT,983
G066,CN,87
G068,BG,616
G071,NU,898
G070,NU,740
G074,BS,974
G075,BG,875
G078,MI,13783
G076,SV,214
G080,VR,9972
G079,AQ,411
G082,RC,5317
G081,PZ,3775
G083,BZ,3699
G084,NU,2882
G087,TO,23266
G086,CB,1670
G088,GR,14844
G089,PU,2006
G090,PI,639
G095,VI,3014
G093,GE,546
G097,NU,4206
G096,LO,1789
G098,BR,15167
G103,VA,7705
G109,TO,789
G108,BG,1768
G107,LO,2080
G105,VA,850
G102,AQ,1227
G111,VT,3805
G110,CS,2174
G113,OR,31670
G114,CN,1605
G115,TV,4466
G116,MB,4955
G117,VB,3446
G119,NU,7025
G120,NU,2039
G118,BG,152
G121,SA,1093
G122,CA,2267
G123,TV,3882
G124,AL,417
G126,CO,2807
G125,FG,2738
G128,CH,3881
G129,CS,1254
G131,FG,17808
G130,CE,27306
G134,NO,1262
G133,CA,946
G135,VT,8816
G136,LE,2336
G137,FM,772
G139,AR,876
G140,BZ,4821
G141,CH,23276
G142,AQ,515
G143,SP,8311
G144,SV,1576
G145,AQ,1811
